cites,name,title,year
26,Foster Provost,Learning with imbalanced data sets,2000.0
26,Foster Provost,Efficiently Constructing Relational Features from Background Knowledge for Inductive Machine Learning.,1994.0
25,Foster Provost,Intelligent assistance for the data mining process: An ontology-based approach,2002.0
25,Foster Provost,Policies for the selection of bias in inductive machine learning.,1994.0
25,Foster Provost,Goal-directed inductive learning: Trading off accuracy for reduced error cost,1994.0
23,Foster Provost,Measuring causal impact of online actions via natural experiments: Application to display advertising,2015.0
22,Foster Provost,Using co-visitation networks for detecting large scale online display advertising exchange fraud,2013.0
20,Foster Provost,Relational learning problems and simple models,2003.0
20,Foster Provost,Rule-space search for knowledge-based discovery,1999.0
19,Foster Provost,Pointwise ROC confidence bounds: An empirical evaluation,2005.0
19,Foster Provost,Iterative weakening: Optimal and near-optimal policies for the selection of search bias,1993.0
18,Foster Provost,"Big data, data science, and civil rights",2017.0
18,Foster Provost,Netkit-srl: A toolkit for network learning and inference,2005.0
17,Foster Provost,Cost-effective quality assurance in crowd labeling,2017.0
17,Foster Provost,Social network collaborative filtering: preliminary results,2007.0
17,Foster Provost,Confidence Bands for ROC curves,2004.0
17,Foster Provost,Analysis and visualization of classifier performance with nonuniform class and cost distributions,1997.0
16,Foster Provost,"Methods, systems, and media for applying scores and ratings to web pages, web sites, and content for safe and effective online advertising",2014.0
16,Foster Provost,Learning from bad data,1995.0
15,Foster Provost,Toward economic machine learning and utility-based data mining,2005.0
14,Foster Provost,Classification over bipartite graphs through projection,2015.0
14,Foster Provost,Analiza danych w bizenesie: Sztuka podejmowania skutecznych decyzji,2014.0
14,Foster Provost,Ai approaches to fraud detection and risk management,1998.0
14,Foster Provost,A distributed algorithm for embedding trees in hypercubes with modifications for run-time fault tolerance,1992.0
13,Foster Provost,A framework for quality assurance in crowdsourcing,2013.0
13,Foster Provost,"Methods, computer-accessible medium and systems for construction of and interference with networked data, for example, in a financial setting",2013.0
13,Foster Provost,Selective data acquisition for machine learning,2011.0
13,Foster Provost,Business Intelligence: The Next Frontier for Information Systems Research?,2011.0
13,Foster Provost,Explaining documents’ classifications,2011.0
13,Foster Provost,"System, process and software arrangement for assisting with a knowledge discovery process",2007.0
12,Foster Provost,Guided feature labeling for budget-sensitive learning under extreme class imbalance,2010.0
12,Foster Provost,Telecommunications network diagnosis,2008.0
12,Foster Provost,Simple models and classification in networked data,2004.0
9,Foster Provost,Scalable supervised dimensionality reduction using clustering,2013.0
9,Foster Provost,Comment-Statistical Fraud Detection: A Review,2002.0
9,Foster Provost,Information triage using prospective criteria,2001.0
8,Foster Provost,A benchmarking study of classification techniques for behavioral data,2020.0
8,Foster Provost,Counterfactual explanation algorithms for behavioral and textual data,2019.0
8,Foster Provost,"Methods, systems, and media for providing direct and hybrid data acquisition approaches",2011.0
8,Foster Provost,"Systems, methods, and media for rating websites for safe advertising",2011.0
8,Foster Provost,Inductive Strengthening: The effects of a simple heuristic for restricting hypothesis space search,1992.0
7,Foster Provost,"Methods, systems, and media for identifying errors in predictive models using annotators",2016.0
7,Foster Provost,Hyperlocal: inferring location of ip addresses in real-time bid requests for mobile ads,2013.0
7,Foster Provost,Data science for business,2011.0
7,Foster Provost,"Problem Definition, Data Cleaning, and Evaluation: A Classi er Learning Case Study",1999.0
6,Foster Provost,Matrix-Factorization-Based Dimensionality Reduction in the Predictive Modeling Process: A Design Science Perspective,2016.0
6,Foster Provost,Explaining classification models built on high-dimensional sparse data,2016.0
6,Foster Provost,A report on the human computation workshop (HComp 2009),2010.0
6,Foster Provost,Predictive modeling with social networks,2009.0
5,Foster Provost,System and method for estimating audience interest,2020.0
5,Foster Provost,Explaining data-driven decisions made by ai systems: The counterfactual approach,2020.0
5,Foster Provost,"Deep learning on big, sparse, behavioral data",2019.0
5,Foster Provost,"Privacy-sensitive methods, systems, and media for geo-social targeting",2018.0
5,Foster Provost,Data Science für Unternehmen: Data Mining und datenanalytisches Denken praktisch anwenden,2017.0
5,Foster Provost,Geo-social targeting for privacy-friendly mobile advertising: Position paper,2011.0
5,Foster Provost,Viral marketing: Identifying likely adopters via consumer networks,2005.0
5,Foster Provost,Progressive sampling,2001.0
4,Foster Provost,Counterfactual Explanations for Data-Driven Decisions,2019.0
4,Foster Provost,Data-driven investment strategies for peer-to-peer lending: A case study for teaching data science,2018.0
4,Foster Provost,"Methods, systems, and media for determining location information from real-time bid requests",2015.0
4,Foster Provost,"Pleasing the advertising oracle: Probabilistic prediction from sampled, aggregated ground truth",2014.0
4,Foster Provost,Using Co-Visitation Networks For Classifying Non-Intentional Traffic,2013.0
4,Foster Provost,Leveraging relational representations for causal discovery,2012.0
4,Foster Provost,Active inference and learning for classifying streams,2010.0
4,Foster Provost,ROC Confidence Bands: An Empirical Study,2005.0
4,Foster Provost,Active learning for decision making,2004.0
4,Foster Provost,[Statistical Fraud Detection: A Review]: Comment,2002.0
3,Foster Provost,Data Science para Negócios: O que você precisa saber sobre mineração de dados e pensamento analítico de dados,2018.0
3,Foster Provost,Wallenius Bayes,2018.0
3,Foster Provost,A Similarity Normal Clustering Labelling Algorithm for Clustering Network Intrusion Detection,2014.0
3,Foster Provost,Predicting citation rates for physics papers: constructing features for an ordered probit model,2003.0
3,Foster Provost,Intelligent Assistance for the Data Mining Process:...,2002.0
3,Foster Provost,Tree induction vs logistic regression,2002.0
3,Foster Provost,A study of complications in real-world machine learning,1996.0
3,Foster Provost,ClimBS: searching the bias space,1992.0
3,Foster Provost,E cient progressive sampling,
2,Foster Provost,Unsupervised dimensionality reduction versus supervised regularization for classification from sparse data,2019.0
2,Foster Provost,An exploratory study towards applying and demystifying deep learning classification on behavioral big data,2018.0
2,Foster Provost,Who's Watching TV?,2016.0
2,Foster Provost,"Dimensionality Reduction via Matrix Factorization for Predictive Modeling from Large, Sparse Behavioral Data",2015.0
2,Foster Provost,Finding Mobile Consumers with a Privacy-Friendly Geo-Similarity Network,2015.0
2,Foster Provost,Wallenius Naive Bayes,2013.0
2,Foster Provost,Machine learning for targeted display advertising: Transfer learning in action,2013.0
2,Foster Provost,Finding similar users with a privacy-friendly geo-social design,2013.0
2,Foster Provost,Toward optimal allocation of human resources for active learning with application to safe on-line advertising,2009.0
2,Foster Provost,A simple relational classifier,2008.0
2,Foster Provost,Modeling Complex Networks For (Electronic) Commerce,2007.0
2,Foster Provost,Variance-based active learning,2000.0
2,Foster Provost,A real-time expert system for trigger-logic monitoring,1990.0
2,Foster Provost,Geo-Social Network Targeting for Privacy-friendly Mobile Advertising,
1,Foster Provost,"Privacy-sensitive methods, systems, and media for geo-social targeting",2019.0
1,Foster Provost,Detecting employee misconduct and malfeasance,2018.0
1,Foster Provost,"Apparatus, method and computer-accessible medium for explaining classifications of documents",2017.0
1,Foster Provost,"System, method and computer-accessible medium for predicting private traits from digital indicators",2017.0
1,Foster Provost,What Managers Need to Know About Big Data: An Interview with Foster Provost Foster Provost talks with Jim Euchner about the accelerating growth of big data and how to profit …,2017.0
1,Foster Provost,"System, method and computer-accessible medium for predicting user demographics of online items",2016.0
1,Foster Provost,Iteratively refining SVMs using priors,2015.0
1,Foster Provost,"Authors' Response to Gong's,“Comment on Data Science and its Relationship to Big Data and Data-Driven Decision Making”",2014.0
1,Foster Provost,Toward optimal allocation of human resources for active learning with application to safe advertising,2009.0
1,Foster Provost,Get Another Label? Improving Data Quality and Data Mining,2008.0
1,Foster Provost,Handling Missing Values when Applying Classification Models,2007.0
1,Foster Provost,Data Mining and Knowledge Discovery-Toward Intelligent Assistance for a Data Mining Process: An Ontology-Based Approach for Cost-Sensitive Classification,2005.0
1,Foster Provost,Towards Intelligent Assistance for a Data Mining Process:-,2005.0
1,Foster Provost,Knowledge discovery using concept-class taxonomies,2004.0
1,Foster Provost,Active sampling for class probability estimation and ranking,2004.0
1,Foster Provost,The Relational Vector-space Model,2003.0
1,Foster Provost,Aggregation and concept complexity in relational learning,2003.0
1,Foster Provost,Data mining tasks and methods: scalability,2002.0
1,Foster Provost,Combining Data Mining and Machine Learning for E ective User Profiling,
3192,Yevgeniy Dodis,Fuzzy extractors: How to generate strong keys from biometrics and other noisy data,2008.0
694,Yevgeniy Dodis,On the security of joint signature and encryption,2002.0
577,Yevgeniy Dodis,Merkle-Damgård revisited: How to construct a hash function,2005.0
495,Yevgeniy Dodis,Key-insulated public key cryptosystems,2002.0
475,Yevgeniy Dodis,Proofs of retrievability via hardness amplification,2009.0
397,Yevgeniy Dodis,A verifiable random function with short proofs and keys,2005.0
372,Yevgeniy Dodis,Proxy cryptography revisited,2003.0
370,Yevgeniy Dodis,Public key broadcast encryption for stateless receivers,2002.0
316,Yevgeniy Dodis,Leakage-resilient public-key cryptography in the bounded-retrieval model,2009.0
300,Yevgeniy Dodis,Strong key-insulated signature schemes,2003.0
297,Yevgeniy Dodis,Universally composable security with global setup,2007.0
285,Yevgeniy Dodis,Secure remote authentication using biometric data,2005.0
277,Yevgeniy Dodis,Detection of algebraic manipulation with applications to robust secret sharing and fuzzy extractors,2008.0
277,Yevgeniy Dodis,Pricing network edges for heterogeneous selfish users,2003.0
276,Yevgeniy Dodis,Anonymous Identification in Ad Hoc Groups,2004.0
258,Yevgeniy Dodis,Robust fuzzy extractors and authenticated key agreement from close secrets,2012.0
